,json,title_rough,check,title
2669,"{u'imdbID': u'tt0147752', u'Year': u'1993\u20131996', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Biker Mice from Mars'}",September 1 - Biker Mice from Mars,0.0,Biker Mice from Mars
2670,"{u'imdbID': u'tt0106039', u'Year': u'1993\u20131996', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTI0OTA3Mzc1NF5BMl5BanBnXkFtZTcwMTU4NDIzMQ@@._V1_SX300.jpg', u'Title': u'The John Larroquette Show'}",September 2 - The John Larroquette Show,0.0,The John Larroquette Show
2671,"{u'imdbID': u'tt0106151', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Thea'}",September 3 - Thea,0.0,Thea
2672,"{u'imdbID': u'tt0213334', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNTE2YWM3NzctMDEzYi00MDgwLTkzODctMWVjMTk0MDk0YzgxXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Title': u'Bonkers'}",September 4 - Bonkers,0.0,Bonkers
2673,"{u'imdbID': u'tt0105928', u'Year': u'1993\u20131995', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BN2ViNTYyYjUtZDI0Mi00MGYzLWE5NjMtZTI0NDQ2Njc5ZThkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Title': u'2 Stupid Dogs'}",September 5 - 2 Stupid Dogs,0.0,2 Stupid Dogs
2674,"{u'imdbID': u'tt0106128', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Second Half'}",September 7 - The Second Half,0.0,The Second Half
2675,"{u'imdbID': u'tt0106179', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODc5MDA0MzgyOF5BMl5BanBnXkFtZTgwNjc5NjY3NzE@._V1_SX300.jpg', u'Title': u'The X-Files'}",September 10 - The X-Files,0.0,The X
2676,"{u'imdbID': u'tt0173528', u'Year': u'1993\u20131998', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTI0NjcwNTkxOV5BMl5BanBnXkFtZTcwNjU5NjMyMQ@@._V1_SX300.jpg', u'Title': u'Bill Nye, the Science Guy'}",September 10 - Bill Nye the Science Guy,0.0,Bill Nye the Science Guy
2677,"{u'imdbID': u'tt0310482', u'Year': u'1993\u20131995', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMDU1OGZkOWUtODE0Ny00NTU1LWI4OGItMDIzYTZiNWY2YjEyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Title': u'Legends of the Hidden Temple'}",September 11 - Legends of the Hidden Temple,0.0,Legends of the Hidden Temple
2678,"{u'imdbID': u'tt0106123', u'Year': u'1993\u20132000', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMzk3NDI1NV5BMl5BanBnXkFtZTcwNTUxMjgyMQ@@._V1_SX300.jpg', u'Title': u'Saved by the Bell: The New Class'}",September 11 - Saved by the Bell: The New Class,0.0,Saved by the Bell: The New Class
2679,"{u'imdbID': u'tt0106118', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Running the Halls'}",September 11 - Running the Halls,0.0,Running the Halls
2680,"{u'imdbID': u'tt0126173', u'Year': u'1993\u20131995', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BM2VlYjRhOTEtNmJlZi00YjAwLWE0NDAtYzgxNDgzNmVlYjk1XkEyXkFqcGdeQXVyMjU5OTg1NDU@._V1_SX300.jpg', u'Title': u'Swat Kats: The Radical Squadron'}",September 11 - SWAT Kats: The Radical Squadron,0.0,SWAT Kats: The Radical Squadron
2681,"{u'imdbID': u'tt0105945', u'Year': u'1993', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Baby Races'}",September 12 - Baby Races,0.0,Baby Races
2682,check out later,September 12 - Lois & Clark: The New Adventures of Superman,0.0,Lois & Clark: The New Adventures of Superman
2683,check out later,September 12 - seaQuest DSV,0.0,seaQuest DSV
2684,"{u'imdbID': u'tt0106159', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Townsend Television'}",September 12 - Townsend Television,0.0,Townsend Television
2685,"{u'imdbID': u'tt0105941', u'Year': u'1993\u20131998', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NDIyOTI5MV5BMl5BanBnXkFtZTgwNDc2NjkwMzE@._V1_SX300.jpg', u'Title': u'Animaniacs'}",September 13 - Animaniacs,0.0,Animaniacs
2686,"{u'imdbID': u'tt0106113', u'Year': u'1992\u20132004', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Ricki Lake'}",September 13 - Ricki Lake,0.0,Ricki Lake
2687,"{u'imdbID': u'tt0105947', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Bakersfield P.D.'}",September 14 - Bakersfield P.D.,0.0,Bakersfield P.D.
2688,"{u'imdbID': u'tt0106100', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Phenom'}",September 14 - Phenom,0.0,Phenom
2689,"{u'imdbID': u'tt0106069', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Moon Over Miami'}",September 15 - Moon Over Miami,0.0,Moon Over Miami
2690,"{u'imdbID': u'tt0106004', u'Year': u'1993\u20132004', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTA2MTk1MF5BMl5BanBnXkFtZTcwNjcxMTI1MQ@@._V1_SX300.jpg', u'Title': u'Frasier'}",September 16 - Frasier,0.0,Frasier
2691,"{u'imdbID': u'tt0106132', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNjg0MTk0OTAyMF5BMl5BanBnXkFtZTcwNDM4MDIyMQ@@._V1_SX300.jpg', u'Title': u'The Sinbad Show'}",September 16 - The Sinbad Show,0.0,The Sinbad Show
2692,check out later,September 18 - Sonic SatAM,0.0,Sonic SatAM
2693,"{u'imdbID': u'tt0106115', u'Year': u'1993\u20131996', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4Mjg1MTc2Nl5BMl5BanBnXkFtZTcwMTUxNjMwMg@@._V1_SX300.jpg', u'Title': u""Rocko's Modern Life""}",September 18 - Rocko's Modern Life,0.0,Rocko's Modern Life
2694,"{u'imdbID': u'tt0106367', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTk1ODE3Mzc4M15BMl5BanBnXkFtZTcwNDAwMjg0MQ@@._V1_SX300.jpg', u'Title': u""Beakman's World""}",September 18 - Beakman's World,0.0,Beakman's World
2695,"{u'imdbID': u'tt0105967', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYzY3OWYxZGItZTNmZi00NGU4LTk3MTMtMDdiNzhhZDYwZjA0XkEyXkFqcGdeQXVyMjM4NTAxMQ@@._V1_SX300.jpg', u'Title': u'Cafe Americain'}",September 18 - Café Americain,0.0,Café Americain
2696,"{u'imdbID': u'tt0147758', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'N/A', u'Title': u'CityKids'}",September 18 - CityKids,0.0,CityKids
2697,"{u'imdbID': u'tt0252130', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Cro'}",September 18 - Cro,0.0,Cro
2698,"{u'imdbID': u'tt0106068', u'Year': u'1993\u20131995', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Mommies'}",September 18 - The Mommies,0.0,The Mommies
2699,"{u'imdbID': u'tt0122837', u'Year': u'1993\u20131999', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MzE2NzY1Ml5BMl5BanBnXkFtZTYwNjYwOTk5._V1_SX300.jpg', u'Title': u'Tales from the Cryptkeeper'}",September 18 - Tales from the Cryptkeeper,0.0,Tales from the Cryptkeeper
2700,"{u'imdbID': u'tt0106034', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'It Had to Be You'}",September 19 - It Had to Be You,0.0,It Had to Be You
2701,"{u'imdbID': u'tt0106079', u'Year': u'1993\u20132005', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjEzMjg2ODkzNV5BMl5BanBnXkFtZTcwNTk0MjAwMQ@@._V1_SX300.jpg', u'Title': u'NYPD Blue'}",September 21 - NYPD Blue,0.0,NYPD Blue
2702,"{u'imdbID': u'tt0105958', u'Year': u'1993\u20132000', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTkyMjAyNzAxNl5BMl5BanBnXkFtZTcwNjk1MDk5NA@@._V1_SX300.jpg', u'Title': u'Boy Meets World'}",September 24 - Boy Meets World,0.0,Boy Meets World
2703,"{u'imdbID': u'tt0109537', u'Year': u'1994\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNzg0Njg5OF5BMl5BanBnXkFtZTcwMzAwMTQyMQ@@._V1_SX300.jpg', u'Title': u'Family Album'}",September 24 - Family Album,0.0,Family Album
2704,"{u'imdbID': u'tt0106022', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNTcyNTk3MzgzM15BMl5BanBnXkFtZTcwMDEwNTMzMQ@@._V1_SX300.jpg', u'Title': u'Harts of the West'}",September 25 - Harts of the West,0.0,Harts of the West
2705,"{u'imdbID': u'tt0106017', u'Year': u'1993\u20131998', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMzU5NjQ2Ml5BMl5BanBnXkFtZTcwNDg5MTYwOA@@._V1_SX300.jpg', u'Title': u'Grace Under Fire'}",September 29 - Grace Under Fire,0.0,Grace Under Fire
2706,"{u'imdbID': u'tt0106037', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""Joe's Life""}",September 29 - Joe's Life,0.0,Joe's Life
2707,"{u'imdbID': u'tt0189258', u'Year': u'1994\u20131995', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Dino Babies'}",September 29 - Dino Babies,0.0,Dino Babies
2708,"{u'imdbID': u'tt0105934', u'Year': u'1993\u20131994', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Against the Grain'}",October 1 - Against the Grain,0.0,Against the Grain
2709,"{u'imdbID': u'tt0103451', u'Year': u'1993\u20131995', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Jon Stewart Show'}",October 25 - The Jon Stewart Show,0.0,The Jon Stewart Show
2710,"{u'imdbID': u'tt0106142', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BZTQ2NWU1NTktMTY0NC00Nzg1LTk5ZDQtZGNmOWZlYzhiNTMzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Title': u'South of Sunset'}",October 27 - South of Sunset,0.0,South of Sunset
2711,"{u'imdbID': u'tt0105986', u'Year': u'1993\u20132001', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODFjMTAxZWEtOGFkYi00ZjZjLTkwOGQtMGIyNDFkYjgyZWJmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg', u'Title': u'Diagnosis Murder'}",October 29 - Diagnosis: Murder,0.0,Diagnosis: Murder
2712,"{u'imdbID': u'tt0106096', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTU2NjA0ODcwMl5BMl5BanBnXkFtZTcwOTg5ODIyMQ@@._V1_SX300.jpg', u'Title': u'The Paula Poundstone Show'}",October 30 - The Paula Poundstone Show,0.0,The Paula Poundstone Show
2713,"{u'imdbID': u'tt0106080', u'Year': u'1993\u20131999', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Nanny'}",November 3 - The Nanny,0.0,The Nanny
2714,check out later,November 20 - The Terrible Thunderlizards,0.0,The Terrible Thunderlizards
2715,"{u'imdbID': u'tt0243076', u'Year': u'1995\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Moxy & Flea Show'}",December 5 - The Moxy Show,0.0,The Moxy Show
2716,"{u'imdbID': u'tt0352114', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'WWF Mania'}",- WWF Mania,0.0,WWF Mania
2717,"{u'imdbID': u'tt0106111', u'Year': u'1993\u20131999', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTM0NzE4NDY3Nl5BMl5BanBnXkFtZTcwMDQzMDAyMQ@@._V1_SX300.jpg', u'Title': u'Real Stories of the Highway Patrol'}",- Real Stories of the Highway Patrol,0.0,Real Stories of the Highway Patrol
2718,"{u'imdbID': u'tt0179596', u'Year': u'1991\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Mr. Bogus'}",- Mr. Bogus,0.0,Mr. Bogus
2719,"{u'imdbID': u'tt0896232', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTY1MjIyODU3MF5BMl5BanBnXkFtZTcwMjc5MTI3MQ@@._V1_SX300.jpg', u'Title': u'Intimate Portrait'}",- Intimate Portrait,0.0,Intimate Portrait
2720,"{u'imdbID': u'tt0388574', u'Year': u'1986\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg1MzM3NjM5OF5BMl5BanBnXkFtZTgwMjk0ODQyNDE@._V1_SX300.jpg', u'Title': u'America Undercover'}",- America Undercover,0.0,America Undercover
2721,check out later,January 4 - Nick Arcade,0.0,Nick Arcade
2722,"{u'imdbID': u'tt0292800', u'Year': u'2001\u20132007', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODk5NmE4YTUtZmUwNi00NzlhLWEyMmMtN2VlZTE3NzBkMGQ2XkEyXkFqcGdeQXVyMzM4NjcxOTc@._V1_SX300.jpg', u'Title': u'The Grim Adventures of Billy & Mandy'}",January 31 - Billy,0.0,Billy
2723,"{u'imdbID': u'tt0103383', u'Year': u'1992\u20131995', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzNjYTIxNzEtYTk5MC00ZmY0LWE4ODEtY2NmOWE0N2RjZjVmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Title': u'Capitol Critters'}",January 31 - Capitol Critters,0.0,Capitol Critters
2724,"{u'imdbID': u'tt0103414', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BOWFmZTI5NjktNDk3Ni00MzJhLTgzNWQtNTg0M2UyMjE4MDYxXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_SX300.jpg', u'Title': u'Fish Police'}",February 28 - Fish Police,0.0,Fish Police
2725,"{u'imdbID': u'tt0103396', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjI5MTk0NjMwOF5BMl5BanBnXkFtZTcwMTQ3NjY4Nw@@._V1_SX300.jpg', u'Title': u'Dateline NBC'}",March 1 - Dateline NBC,0.0,Dateline NBC
2726,"{u'imdbID': u'tt0103586', u'Year': u'1992\u20131993', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMzM0Nzk2MzkyOF5BMl5BanBnXkFtZTcwMDgxMjM4NA@@._V1_SX300.jpg', u'Title': u'The Young Indiana Jones Chronicles'}",March 4 - The Young Indiana Jones Chronicles,0.0,The Young Indiana Jones Chronicles
2727,check out later,April 6 - Barney & Friends,0.0,Barney & Friends
2728,"{u'imdbID': u'tt0103549', u'Year': u'1992\u20131997', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5OTExODg3MV5BMl5BanBnXkFtZTYwMDgyNjA5._V1_SX300.jpg', u'Title': u'Sightings'}",April 17 - Sightings,0.0,Sightings
2729,"{u'imdbID': u'tt1043715', u'Year': u'2007', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Reunited: The Real World Las Vegas'}",May 21 - The Real World,0.0,The Real World
2730,"{u'imdbID': u'tt0103569', u'Year': u'1992\u20132014', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NTY3NzI3OF5BMl5BanBnXkFtZTYwMjEwMjYz._V1_SX300.jpg', u'Title': u'The Tonight Show with Jay Leno'}",May 25 - The Tonight Show with Jay Leno,0.0,The Tonight Show with Jay Leno
2731,,May 30 - Julie,0.0,Julie
2732,check out later,May 30 - Vinnie & Bobby,0.0,Vinnie & Bobby
2733,"{u'imdbID': u'tt0103430', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Grapevine'}",June 15 - Grapevine,0.0,Grapevine
2734,"{u'imdbID': u'tt0103404', u'Year': u'1992\u20131993', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Down the Shore'}",June 21 - Down the Shore,0.0,Down the Shore
2735,"{u'imdbID': u'tt0300865', u'Year': u'2003\u20132007', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjEwOTExN15BMl5BanBnXkFtZTcwNTgzOTIzMQ@@._V1_SX300.jpg', u'Title': u""That's So Raven""}",June 24 - Raven,0.0,Raven
2736,"{u'imdbID': u'tt0103522', u'Year': u'1992\u20131999', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTUwMTcyNDEwN15BMl5BanBnXkFtZTcwMzE1ODMyMQ@@._V1_SX300.jpg', u'Title': u'Red Shoe Diaries'}",June 27 - Red Shoe Diaries,0.0,Red Shoe Diaries
2737,"{u'imdbID': u'tt0435566', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTkzODE0MDc2N15BMl5BanBnXkFtZTcwMDgxNjA0MQ@@._V1_SX300.jpg', u'Title': u'Def Comedy Jam'}",July 1 - Def Comedy Jam,0.0,Def Comedy Jam
2738,"{u'imdbID': u'tt0103491', u'Year': u'1992\u20131999', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxOTU5NjE0M15BMl5BanBnXkFtZTcwMTY2MzYzMQ@@._V1_SX300.jpg', u'Title': u'Melrose Place'}",July 8 - Melrose Place,0.0,Melrose Place
2739,"{u'imdbID': u'tt0103466', u'Year': u'1992\u20131998', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTMzMjc2Mzk5OF5BMl5BanBnXkFtZTYwMDAwMjY2._V1_SX300.jpg', u'Title': u'The Larry Sanders Show'}",August 15 - The Larry Sanders Show,0.0,The Larry Sanders Show
2740,"{u'imdbID': u'tt0103530', u'Year': u'1992\u20131993', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Roundhouse'}",August 15 - Roundhouse,0.0,Roundhouse
2741,"{u'imdbID': u'tt0103352', u'Year': u'1990\u20132000', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjM0NTI4MjcyM15BMl5BanBnXkFtZTgwNjI4NDM1NjE@._V1._CR33,1,305,431_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg', u'Title': u'Are You Afraid of the Dark?'}",August 15 - Are You Afraid of the Dark?,0.0,Are You Afraid of the Dark?
2742,"{u'imdbID': u'tt2196757', u'Year': u'2012\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BODk1NDQ3NzI2NV5BMl5BanBnXkFtZTgwNjkxMTY4NjE@._V1_SX300.jpg', u'Title': u'Inu x Boku Secret Service'}",August 17 - Secret Service,0.0,Secret Service
2743,"{u'imdbID': u'tt0103354', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Arresting Behavior'}",August 18 - Arresting Behavior,0.0,Arresting Behavior
2744,"{u'imdbID': u'tt0408381', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMjcwNDA2OV5BMl5BanBnXkFtZTcwNDEwMTg5MQ@@._V1_SX300.jpg', u'Title': u'Doc Martin'}",August 27 - Martin,0.0,Martin
2745,"{u'imdbID': u'tt0319210', u'Year': u'2002', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTM0NjE2MDI0MF5BMl5BanBnXkFtZTcwOTA2ODcxMQ@@._V1_SX300.jpg', u'Title': u'Commanding Heights: The Battle for the World Economy'}",August 27 - The Heights,0.0,The Heights
2746,"{u'imdbID': u'tt0171925', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'World News Now'}",September 1 - World News Now,0.0,World News Now
2747,"{u'imdbID': u'tt0103359', u'Year': u'1992\u20131995', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MjcwNzY3NF5BMl5BanBnXkFtZTYwNzA2MTI5._V1_SX300.jpg', u'Title': u'Batman: The Animated Series'}",September 5 - Batman: The Animated Series,0.0,Batman: The Animated Series
2748,"{u'imdbID': u'tt0103428', u'Year': u'1992\u20131993', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BOTU3Mzk0MjQwOF5BMl5BanBnXkFtZTcwMDAxODIzMQ@@._V1_SX300.jpg', u'Title': u'Goof Troop'}",September 7 - Goof Troop,0.0,Goof Troop
2749,"{u'imdbID': u'tt0386236', u'Year': u'1992\u20131999', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Screen Scene'}",September 7 - Screen Scene,0.0,Screen Scene
2750,"{u'imdbID': u'tt0106367', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTk1ODE3Mzc4M15BMl5BanBnXkFtZTcwNDAwMjg0MQ@@._V1_SX300.jpg', u'Title': u""Beakman's World""}",September 12 - Beakman's World,0.0,Beakman's World
2751,"{u'imdbID': u'tt0103380', u'Year': u'1992\u20131997', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjE3ODY3NTI3NV5BMl5BanBnXkFtZTcwNDgzNjIzMg@@._V1_SX300.jpg', u'Title': u'California Dreams'}",September 12 - California Dreams,0.0,California Dreams
2752,"{u'imdbID': u'tt0103408', u'Year': u'1992\u20131997', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTUzNTYzNDEwOV5BMl5BanBnXkFtZTcwMDUyMzIyMQ@@._V1_SX300.jpg', u'Title': u'Eek! the Cat'}",September 12 - Eek! The Cat,0.0,Eek! The Cat
2753,"{u'imdbID': u'tt0168353', u'Year': u'1993\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Name Your Adventure'}",September 12 - Name Your Adventure,0.0,Name Your Adventure
2754,"{u'imdbID': u'tt0103415', u'Year': u'1992\u20131993', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTk4MjI4NjgxM15BMl5BanBnXkFtZTcwNTg5NzUwOA@@._V1_SX300.jpg', u'Title': u'Flying Blind'}",September 13 - Flying Blind,0.0,Flying Blind
2755,"{u'imdbID': u'tt0103418', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""Frannie's Turn""}",September 13 - Frannie's Turn,0.0,Frannie's Turn
2756,"{u'imdbID': u'tt0103475', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Likely Suspects'}",September 13 - Likely Suspects,0.0,Likely Suspects
2757,"{u'imdbID': u'tt0103356', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""BET's Comicview""}",September 14 - ComicView,0.0,ComicView
2758,"{u'imdbID': u'tt0057741', u'Year': u'1964\u20131988', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMzMzMzY0MTkxNl5BMl5BanBnXkFtZTcwMTY2MDc5MQ@@._V1_SX300.jpg', u'Title': u'Crossroads'}",September 14 - Crossroads,0.0,Crossroads
2759,"{u'imdbID': u'tt0103437', u'Year': u'1992\u20131995', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Hearts Afire'}",September 14 - Hearts Afire,0.0,Hearts Afire
2760,"{u'imdbID': u'tt0103349', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MjE5MDA4NF5BMl5BanBnXkFtZTcwNDk4MDgyMQ@@._V1_SX300.jpg', u'Title': u'American Justice'}",September 15 - American Justice,0.0,American Justice
2761,"{u'imdbID': u'tt0103350', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Angel Street'}",September 15 - Angel Street,0.0,Angel Street
2762,,September 15 - Delta,0.0,Delta
2763,"{u'imdbID': u'tt0103436', u'Year': u'1992\u20131993', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Hat Squad'}",September 16 - The Hat Squad,0.0,The Hat Squad
2764,"{u'imdbID': u'tt0112084', u'Year': u'1995\u20131998', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMDg4ODEwNl5BMl5BanBnXkFtZTcwMjk1MjYyMQ@@._V1_SX300.jpg', u'Title': u'Mr. Show with Bob and David'}",September 18 - Bob,0.0,Bob
2765,"{u'imdbID': u'tt0103382', u'Year': u'1992\u20131993', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Camp Wilder'}",September 18 - Camp Wilder,0.0,Camp Wilder
2766,"{u'imdbID': u'tt0103412', u'Year': u'1992\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Final Appeal: From the Files of Unsolved Mysteries'}",September 18 - Final Appeal: From the Files of Unsolved Mysteries,0.0,Final Appeal: From the Files of Unsolved Mysteries
2767,"{u'imdbID': u'tt0103426', u'Year': u'1992\u20131993', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMWJmY2IzODQtMTJhNi00OTdlLWE3MDktMzY3YjRiYzA5NWUwXkEyXkFqcGdeQXVyMjI5MDUyNDU@._V1_SX300.jpg', u'Title': u'The Golden Palace'}",September 18 - The Golden Palace,0.0,The Golden Palace
2768,"{u'imdbID': u'tt0103512', u'Year': u'1992\u20131996', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMzY3Mjk3OTY1N15BMl5BanBnXkFtZTcwMDc4MTU0MQ@@._V1_SX300.jpg', u'Title': u'Picket Fences'}",September 18 - Picket Fences,0.0,Picket Fences
2769,"{u'imdbID': u'tt0185825', u'Year': u'1979\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Tales of the Knights of the Round Table: King Arthur'}",September 18 - The Round Table,0.0,The Round Table
2770,,September 19 - The Edge,0.0,The Edge
2771,check out later,September 19 - Nickelodeon Guts,0.0,Nickelodeon Guts
2772,"{u'imdbID': u'tt2458514', u'Year': u'2010\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BOThhNTA2NGItNjQ0MS00Mzk5LTgxNTUtMzZlOTY0ZDljMGY2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg', u'Title': u'Mary Stayed Out All Night'}",September 19 - Out All Night,0.0,Out All Night
2773,check out later,September 21 - Love & War,0.0,Love & War
