,json,title_rough,check,title,imdb_id,big_json,seasons,cancelled,runtime,genres,parental_rating,imdb_rating,release_date,plot,year,type,votes,metascore,keywords,first_year,is_new
10,"{u'imdbID': u'tt2769458', u'Title': u'Sheriff Callie's Wild West', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMzAzNzM4NjA4NV5BMl5BanBnXkFtZTgwMDIyNzMwMjE@._V1_SX300.jpg', u'Year': u'2014–'}",January 20 - Sheriff Callie's Wild West,1,Sheriff Callie's Wild West,tt2769458,"{u'totalSeasons': u'2', u'Plot': u'A kids' western centered on a kitty-cat sheriff whose job is to ensure that the town of Nice and Friendly Corners remains the friendliest town in the West.', u'Rated': u'TV-Y', u'Response': u'True', u'Language': u'English', u'Title': u'Sheriff Callie's Wild West', u'Country': u'USA', u'Writer': u'Holly Huckins, George Evelyn, Denis Morella', u'Metascore': u'N/A', u'imdbRating': u'7.1', u'Director': u'N/A', u'Released': u'20 Jan 2014', u'Actors': u'Lucas Grabeel, Jeff Bennett, Cree Summer, Kevin Michael Richardson', u'Year': u'2014–', u'Genre': u'Animation', u'Awards': u'4 nominations.', u'Runtime': u'25 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMzAzNzM4NjA4NV5BMl5BanBnXkFtZTgwMDIyNzMwMjE@._V1_SX300.jpg', u'imdbVotes': u'299', u'imdbID': u'tt2769458'}",2,0,25 min,Animation,TV-Y,7.1,20 Jan 2014,A kids' western centered on a kitty-cat sheriff whose job is to ensure that the town of Nice and Friendly Corners remains the friendliest town in the West.,2014–,series,299,,[],2014,0
11,"{u'imdbID': u'tt3514798', u'Title': u'Wallykazam!', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTc5NTgyNzY0Nl5BMl5BanBnXkFtZTgwODA5MTAxMzE@._V1_SX300.jpg', u'Year': u'2014–'}",February 3 - Wallykazam!,1,Wallykazam!,tt3514798,"{u'totalSeasons': u'2', u'Plot': u'The adventures of a boy named Wally Trollman and his pet dragon, Norville.', u'Rated': u'TV-Y', u'Response': u'True', u'Language': u'N/A', u'Title': u'Wallykazam!', u'Country': u'N/A', u'Writer': u'Adam Peltzman', u'Metascore': u'N/A', u'imdbRating': u'5.9', u'Director': u'N/A', u'Released': u'01 Feb 2014', u'Actors': u'Dan Bittner, Thomas Langston, Aria Capria, Jorge Vega', u'Year': u'2014–', u'Genre': u'N/A', u'Awards': u'4 nominations.', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTc5NTgyNzY0Nl5BMl5BanBnXkFtZTgwODA5MTAxMzE@._V1_SX300.jpg', u'imdbVotes': u'561', u'imdbID': u'tt3514798'}",2,0,,,TV-Y,5.9,01 Feb 2014,"The adventures of a boy named Wally Trollman and his pet dragon, Norville.",2014–,series,561,,[],2014,0
12,"{u'imdbID': u'tt3481544', u'Title': u'Breadwinners', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjMzNTU4MjIzNl5BMl5BanBnXkFtZTgwNjY4MTAxMzE@._V1_SX300.jpg', u'Year': u'2014–'}",February 17 - Breadwinners,1,Breadwinners,tt3481544,"{u'totalSeasons': u'2', u'Plot': u'Two ducks fly around in a rocket-powered van, delivering bread to other ducks in Pondgea.', u'Rated': u'TV-Y7', u'Response': u'True', u'Language': u'English', u'Title': u'Breadwinners', u'Country': u'USA', u'Writer': u'Steve Borst, Gary Doodles', u'Metascore': u'N/A', u'imdbRating': u'3.1', u'Director': u'N/A', u'Released': u'17 Feb 2014', u'Actors': u'Robbie Daymond, Eric Bauza, Alexander Polinsky, S. Scott Bullock', u'Year': u'2014–', u'Genre': u'Animation, Comedy, Family', u'Awards': u'5 nominations.', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjMzNTU4MjIzNl5BMl5BanBnXkFtZTgwNjY4MTAxMzE@._V1_SX300.jpg', u'imdbVotes': u'1,488', u'imdbID': u'tt3481544'}",2,0,,"Animation, Comedy, Family",TV-Y7,3.1,17 Feb 2014,"Two ducks fly around in a rocket-powered van, delivering bread to other ducks in Pondgea.",2014–,series,"1,488",,"[duck, bread]",2014,0
13,"{u'imdbID': u'tt2661044', u'Title': u'The 100', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWIzNDMwNGYtMjk5ZC00ZjA2LTg4ZDgtZmI5NDEzMzdkZTc5XkEyXkFqcGdeQXVyNDExMTIxMDc@._V1_SX300.jpg', u'Year': u'2014–'}",March 19 -The 100,1,The 100,tt2661044,"{u'totalSeasons': u'4', u'Plot': u'The series is set 97 years after a devastating nuclear war wiped out almost all life on Earth. The only known survivors are the residents of twelve space stations in Earth's orbit prior to the war. The space stations banded together to form a single massive station named ""The Ark"", where about 2,400 people live. Resources are scarce and all crimes no matter their nature or severity are punishable by death (""floating"") unless the perpetrator is under 18 years of age. After the Ark's life support systems are found to be critically failing, one hundred juvenile prisoners are declared ""expendable"" and sent to the surface in a last ditch attempt to determine if Earth is habitable again. The teens arrive on a beautiful planet they've only seen from space. Confronting the dangers of this rugged new world, they struggle to form a tentative community. However they discover that not all humanity was wiped out. There are people on Earth who survived the war, called ""grounders"" by the 100. The Ark consists of the space stations previously representing the nations of the UK, USA, Australia, Canada, China, Japan, India, Russia, Venezuela, France, Brazil, and Uganda.', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'English', u'Title': u'The 100', u'Country': u'USA', u'Writer': u'Jason Rothenberg', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Director': u'N/A', u'Released': u'19 Mar 2014', u'Actors': u'Eliza Taylor, Bob Morley, Marie Avgeropoulos, Isaiah Washington', u'Year': u'2014–', u'Genre': u'Drama, Mystery, Sci-Fi', u'Awards': u'Nominated for 1 Primetime Emmy. Another 10 nominations.', u'Runtime': u'43 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWIzNDMwNGYtMjk5ZC00ZjA2LTg4ZDgtZmI5NDEzMzdkZTc5XkEyXkFqcGdeQXVyNDExMTIxMDc@._V1_SX300.jpg', u'imdbVotes': u'108,973', u'imdbID': u'tt2661044'}",4,0,43 min,"Drama, Mystery, Sci-Fi",TV-14,7.8,19 Mar 2014,"The series is set 97 years after a devastating nuclear war wiped out almost all life on Earth. The only known survivors are the residents of twelve space stations in Earth's orbit prior to the war. The space stations banded together to form a single massive station named ""The Ark"", where about 2,400 people live. Resources are scarce and all crimes no matter their nature or severity are punishable by death (""floating"") unless the perpetrator is under 18 years of age. After the Ark's life support systems are found to be critically failing, one hundred juvenile prisoners are declared ""expendable"" and sent to the surface in a last ditch attempt to determine if Earth is habitable again. The teens arrive on a beautiful planet they've only seen from space. Confronting the dangers of this rugged new world, they struggle to form a tentative community. However they discover that not all humanity was wiped out. There are people on Earth who survived the war, called ""grounders"" by the 100. The Ark consists of the space stations previously representing the nations of the UK, USA, Australia, Canada, China, Japan, India, Russia, Venezuela, France, Brazil, and Uganda.",2014–,series,"108,973",,"[female lead, post apocalypse, based on book, number in series title, nuclear war, mutation, digit in series title, space, space station, teen in peril, deception, camp, murder, love, fem]",2014,0
14,"{u'imdbID': u'tt2136138', u'Title': u'Sofia the First', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ2NjI5MDk0Nl5BMl5BanBnXkFtZTgwOTk5MjE0MDE@._V1_SX300.jpg', u'Year': u'2013–'}",January 11 - Sofia the First,1,Sofia the First,tt2136138,"{u'totalSeasons': u'3', u'Plot': u'Sofia, is a little girl with a commoner's background until her mom marries the King and suddenly she is royalty. With the help of the three fairies in charge of the Royal Training Academy, Sofia learns that looking like a princess isn't all that hard but behaving like one must come from the heart.', u'Rated': u'TV-Y', u'Response': u'True', u'Language': u'English', u'Title': u'Sofia the First', u'Country': u'USA', u'Writer': u'Craig Gerber', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Director': u'N/A', u'Released': u'11 Jan 2013', u'Actors': u'Ariel Winter, Darcy Rose Byrnes, Travis Willingham, Sara Ramirez', u'Year': u'2013–', u'Genre': u'Animation, Family, Fantasy', u'Awards': u'Nominated for 2 Primetime Emmys. Another 4 wins & 15 nominations.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ2NjI5MDk0Nl5BMl5BanBnXkFtZTgwOTk5MjE0MDE@._V1_SX300.jpg', u'imdbVotes': u'1,246', u'imdbID': u'tt2136138'}",3,0,30 min,"Animation, Family, Fantasy",TV-Y,7.2,11 Jan 2013,"Sofia, is a little girl with a commoner's background until her mom marries the King and suddenly she is royalty. With the help of the three fairies in charge of the Royal Training Academy, Sofia learns that looking like a princess isn't all that hard but behaving like one must come from the heart.",2013–,series,"1,246",,"[talking animal, child's point of view, female protagonist, princess, bechdel test passed, disney]",2013,0
15,"{u'imdbID': u'tt2486176', u'Title': u'Chasing the Saturdays', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNTQ0NTUzNjIxMl5BMl5BanBnXkFtZTgwMTE0OTAxMzE@._V1_SX300.jpg', u'Year': u'2013–'}",January 20 - Chasing The Saturdays,1,Chasing The Saturdays,tt2486176,"{u'totalSeasons': u'1', u'Plot': u'The Saturdays are followed by cameras as the British girl group come over to the USA to work on a new album and live the Hollywood lifestyle.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Chasing the Saturdays', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.6', u'Director': u'N/A', u'Released': u'20 Jan 2013', u'Actors': u'Frankie Bridge, Mollie King, Rochelle Humes, Una Healy', u'Year': u'2013–', u'Genre': u'Music, Reality-TV', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNTQ0NTUzNjIxMl5BMl5BanBnXkFtZTgwMTE0OTAxMzE@._V1_SX300.jpg', u'imdbVotes': u'91', u'imdbID': u'tt2486176'}",1,1,,"Music, Reality-TV",,7.6,20 Jan 2013,The Saturdays are followed by cameras as the British girl group come over to the USA to work on a new album and live the Hollywood lifestyle.,2013–,series,91,,"[british pop, english music, british music, 2010s, 2010s music, pop star, pop music, girl group, pop group, briton abroad, british in america, englishwoman abroad, group name in title, three word title]",2013,0
16,"{u'imdbID': u'tt2827502', u'Title': u'Lalaloopsy', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTYzNTk2OV5BMl5BanBnXkFtZTgwMjk5ODAxMzE@._V1_SX300.jpg', u'Year': u'2013–'}",March 29 - Lalaloopsy,1,Lalaloopsy,tt2827502,"{u'totalSeasons': u'3', u'Plot': u'The myriad misadventures of all the sweet little doll friends living together in Lalaloopsyland.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Lalaloopsy', u'Country': u'USA', u'Writer': u'Amandine Consorti', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Director': u'N/A', u'Released': u'01 Mar 2013', u'Actors': u'Malia Ashley Kerr, Franciska Friede, Selia Sangra, Tate Mcrae', u'Year': u'2013–', u'Genre': u'N/A', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTYzNTk2OV5BMl5BanBnXkFtZTgwMjk5ODAxMzE@._V1_SX300.jpg', u'imdbVotes': u'61', u'imdbID': u'tt2827502'}",3,0,,,,6.6,01 Mar 2013,The myriad misadventures of all the sweet little doll friends living together in Lalaloopsyland.,2013–,series,61,,[],2013,0
17,"{u'imdbID': u'tt2746314', u'Title': u'Henry Hugglemonster', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjE3ODQwMjQ4NF5BMl5BanBnXkFtZTgwMjkxNzMwMjE@._V1_SX300.jpg', u'Year': u'2013–'}",April 15 - Henry Hugglemonster,1,Henry Hugglemonster,tt2746314,"{u'totalSeasons': u'2', u'Plot': u'A happy young Hugglemonster named Henry goes on adventures with his friends and family. When they run into problems,Henry finds a way to save the day.', u'Rated': u'TV-Y', u'Response': u'True', u'Language': u'English', u'Title': u'Henry Hugglemonster', u'Country': u'Ireland', u'Writer': u'Niamh Sharkey', u'Metascore': u'N/A', u'imdbRating': u'4.3', u'Director': u'N/A', u'Released': u'15 Apr 2013', u'Actors': u'Lara Jill Miller, Hynden Walch, Kari Wahlgren, Tom Kenny', u'Year': u'2013–', u'Genre': u'Animation', u'Awards': u'2 wins & 2 nominations.', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjE3ODQwMjQ4NF5BMl5BanBnXkFtZTgwMjkxNzMwMjE@._V1_SX300.jpg', u'imdbVotes': u'250', u'imdbID': u'tt2746314'}",2,0,,Animation,TV-Y,4.3,15 Apr 2013,"A happy young Hugglemonster named Henry goes on adventures with his friends and family. When they run into problems,Henry finds a way to save the day.",2013–,series,250,,[],2013,0
18,"{u'imdbID': u'tt2869898', u'Title': u'Sanjay and Craig', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg0MTI1NjQyOV5BMl5BanBnXkFtZTgwMjgzODAxMzE@._V1_SX300.jpg', u'Year': u'2013–'}",May 25 - Sanjay and Craig,1,Sanjay and Craig,tt2869898,"{u'totalSeasons': u'3', u'Plot': u'The always odd and often gross-out adventures of a young boy named Sanjay Patel and his talking pet snake Craig.', u'Rated': u'TV-Y7', u'Response': u'True', u'Language': u'English', u'Title': u'Sanjay and Craig', u'Country': u'USA', u'Writer': u'Jay Howell, James Dirschberger, Andreas Trolf', u'Metascore': u'N/A', u'imdbRating': u'4.9', u'Director': u'N/A', u'Released': u'01 May 2013', u'Actors': u'Maulik Pancholy, Chris Hardwick, Grey Griffin, Matt Jones', u'Year': u'2013–', u'Genre': u'Animation, Adventure, Comedy', u'Awards': u'6 nominations.', u'Runtime': u'23 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg0MTI1NjQyOV5BMl5BanBnXkFtZTgwMjgzODAxMzE@._V1_SX300.jpg', u'imdbVotes': u'1,381', u'imdbID': u'tt2869898'}",3,0,23 min,"Animation, Adventure, Comedy",TV-Y7,4.9,01 May 2013,The always odd and often gross-out adventures of a young boy named Sanjay Patel and his talking pet snake Craig.,2013–,series,"1,381",,"[boy, snake, flatulence, asian indian, 11 year old, movie star, action hero, blonde girl, 12 year old, animal name in title]",2013,0
19,"{u'imdbID': u'tt2226342', u'Title': u'Devious Maids', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTM0NzU0ODA0Ml5BMl5BanBnXkFtZTgwMjE5ODIxOTE@._V1_SX300.jpg', u'Year': u'2013–2016'}",June 23 - Devious Maids,1,Devious Maids,tt2226342,"{u'totalSeasons': u'4', u'Plot': u'Four Latina maids with ambition and dreams of their own work for the rich and famous in Beverly Hills.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Devious Maids', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.9', u'Director': u'N/A', u'Released': u'N/A', u'Actors': u'Ana Ortiz, Dania Ramirez, Roselyn Sanchez, Judy Reyes', u'Year': u'2013–2016', u'Genre': u'Comedy, Drama, Mystery', u'Awards': u'1 win & 12 nominations.', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTM0NzU0ODA0Ml5BMl5BanBnXkFtZTgwMjE5ODIxOTE@._V1_SX300.jpg', u'imdbVotes': u'17,309', u'imdbID': u'tt2226342'}",4,0,60 min,"Comedy, Drama, Mystery",,7.9,,Four Latina maids with ambition and dreams of their own work for the rich and famous in Beverly Hills.,2013–2016,series,"17,309",,"[latina, maid, working woman, female protagonist, female lead, based on tv series]",2013,0
20,"{u'imdbID': u'tt1553656', u'Title': u'Under the Dome', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NDk0NzM1MF5BMl5BanBnXkFtZTcwOTYxMTk3OQ@@._V1_SX300.jpg', u'Year': u'2013–2015'}",June 24 - Under the Dome,1,Under the Dome,tt1553656,"{u'totalSeasons': u'3', u'Plot': u'An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the ""dome"" or ""sphere"" and its origins, while coming to learn more than they ever knew about each other and animals too.', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'English', u'Title': u'Under the Dome', u'Country': u'USA', u'Writer': u'Brian K. Vaughan', u'Metascore': u'N/A', u'imdbRating': u'6.7', u'Director': u'N/A', u'Released': u'24 Jun 2013', u'Actors': u'Mike Vogel, Rachelle Lefevre, Alexander Koch, Colin Ford', u'Year': u'2013–2015', u'Genre': u'Drama, Mystery, Sci-Fi', u'Awards': u'1 win & 11 nominations.', u'Runtime': u'43 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NDk0NzM1MF5BMl5BanBnXkFtZTcwOTYxMTk3OQ@@._V1_SX300.jpg', u'imdbVotes': u'85,907', u'imdbID': u'tt1553656'}",3,0,43 min,"Drama, Mystery, Sci-Fi",TV-14,6.7,24 Jun 2013,"An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the ""dome"" or ""sphere"" and its origins, while coming to learn more than they ever knew about each other and animals too.",2013–2015,series,"85,907",,"[trapped, dome, invisible barrier, based on novel, police officer, barrier, cut off from the outside world, same sex parents, teenage girl, lesbian mother, lesbian relationship, lesbian, mad priest, lesbian parents, no cellphone signal, lesbian couple, fallout shelter, small town, propane, meth lab, domed city, characters killed one by one, police, priest, mother daughter relationship, gay parent, lesbian interest, corrupt politician]",2013,0
21,"{u'imdbID': u'tt1868102', u'Title': u'101 Ways to Leave a Game Show', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MTU2NDg2OV5BMl5BanBnXkFtZTgwMTQwOTcwMzE@._V1_SX300.jpg', u'Year': u'2011–'}",July 10 - 101 Ways to Leave a Game Show,1,101 Ways to Leave a Game Show,tt1868102,"{u'totalSeasons': u'1', u'Plot': u'Contestants answer multiple choice questions in a bid to win a $50,000 cash prize.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'101 Ways to Leave a Game Show', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Director': u'N/A', u'Released': u'21 Jun 2011', u'Actors': u'Scott Larsen, Jeff Sutphen', u'Year': u'2011–', u'Genre': u'Game-Show', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MTU2NDg2OV5BMl5BanBnXkFtZTgwMTQwOTcwMzE@._V1_SX300.jpg', u'imdbVotes': u'34', u'imdbID': u'tt1868102'}",1,1,30 min,Game-Show,,7.2,21 Jun 2011,"Contestants answer multiple choice questions in a bid to win a $50,000 cash prize.",2011–,series,34,,[],2011,0
22,"{u'imdbID': u'tt3056472', u'Title': u'Total Divas', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MjI2ODczM15BMl5BanBnXkFtZTgwNTk0MzAxMzE@._V1_SX300.jpg', u'Year': u'2013–'}",July 28 - Total Divas,1,Total Divas,tt3056472,"{u'totalSeasons': u'5', u'Plot': u'Follow the lives of the WWE divas in their work and relationships.', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'English', u'Title': u'Total Divas', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'6.7', u'Director': u'N/A', u'Released': u'28 Jul 2013', u'Actors': u'Brianna Garcia, Nicole Garcia, Natalie Eva Marie, Natalie Neidhart', u'Year': u'2013–', u'Genre': u'Biography, Drama, Reality-TV', u'Awards': u'1 nomination.', u'Runtime': u'44 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MjI2ODczM15BMl5BanBnXkFtZTgwNTk0MzAxMzE@._V1_SX300.jpg', u'imdbVotes': u'1,283', u'imdbID': u'tt3056472'}",5,0,44 min,"Biography, Drama, Reality-TV",TV-14,6.7,28 Jul 2013,Follow the lives of the WWE divas in their work and relationships.,2013–,series,"1,283",,[],2013,0
23,"{u'imdbID': u'tt3105674', u'Title': u'Rabbids Invasion', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTUwNjQyNzAwMl5BMl5BanBnXkFtZTgwNTcxMzAxMzE@._V1_SX300.jpg', u'Year': u'2013–'}",August 3 - Rabbids Invasion,1,Rabbids Invasion,tt3105674,"{u'totalSeasons': u'2', u'Plot': u'The Rabbids from Ubisoft's ""Raving Rabbids"" video game series star in their own television series. They explore Earth and discover new things.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'N/A', u'Title': u'Rabbids Invasion', u'Country': u'France', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'5.6', u'Director': u'N/A', u'Released': u'01 Aug 2013', u'Actors': u'Damien Laquet', u'Year': u'2013–', u'Genre': u'Animation, Comedy', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTUwNjQyNzAwMl5BMl5BanBnXkFtZTgwNTcxMzAxMzE@._V1_SX300.jpg', u'imdbVotes': u'882', u'imdbID': u'tt3105674'}",2,0,,"Animation, Comedy",,5.6,01 Aug 2013,"The Rabbids from Ubisoft's ""Raving Rabbids"" video game series star in their own television series. They explore Earth and discover new things.",2013–,series,882,,[],2013,0
24,"{u'imdbID': u'tt3042608', u'Title': u'Uncle Grandpa', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzc2MDQ3MzMxNF5BMl5BanBnXkFtZTgwNTY4ODAxMDE@._V1_SX300.jpg', u'Year': u'2010–'}",September 2 - Uncle Grandpa,1,Uncle Grandpa,tt3042608,"{u'totalSeasons': u'3', u'Plot': u'The misadventures of a magical uncle and grandpa to everyone in the world and his friends.', u'Rated': u'TV-PG', u'Response': u'True', u'Language': u'English', u'Title': u'Uncle Grandpa', u'Country': u'USA', u'Writer': u'Peter Browngardt', u'Metascore': u'N/A', u'imdbRating': u'4.4', u'Director': u'N/A', u'Released': u'02 Sep 2013', u'Actors': u'Peter Browngardt, Kevin Michael Richardson, Eric Bauza, Adam DeVine', u'Year': u'2010–', u'Genre': u'Animation, Comedy, Fantasy', u'Awards': u'Won 1 Primetime Emmy. Another 2 nominations.', u'Runtime': u'15 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzc2MDQ3MzMxNF5BMl5BanBnXkFtZTgwNTY4ODAxMDE@._V1_SX300.jpg', u'imdbVotes': u'3,001', u'imdbID': u'tt3042608'}",3,0,15 min,"Animation, Comedy, Fantasy",TV-PG,4.4,02 Sep 2013,The misadventures of a magical uncle and grandpa to everyone in the world and his friends.,2010–,series,"3,001",,"[grandpa, uncle]",2010,0
25,"{u'imdbID': u'tt1655610', u'Title': u'Baka and Test: Summon the Beasts', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTE0NTc1MzE5OV5BMl5BanBnXkFtZTgwNTMyMTgwMzE@._V1_SX300.jpg', u'Year': u'2010–'}",September 9 - The Test,1,The Test,tt1655610,"{u'totalSeasons': u'2', u'Plot': u'All the students in a school are distributed according to their individual score in a test into six section and are treated according to their section. The least scoring students then makes...', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'Japanese', u'Title': u'Baka and Test: Summon the Beasts', u'Country': u'Japan', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.5', u'Director': u'N/A', u'Released': u'06 Jan 2010', u'Actors': u'Jamie Marchi', u'Year': u'2010–', u'Genre': u'Animation, Comedy, Fantasy', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTE0NTc1MzE5OV5BMl5BanBnXkFtZTgwNTMyMTgwMzE@._V1_SX300.jpg', u'imdbVotes': u'758', u'imdbID': u'tt1655610'}",2,0,,"Animation, Comedy, Fantasy",TV-14,7.5,06 Jan 2010,All the students in a school are distributed according to their individual score in a test into six section and are treated according to their section. The least scoring students then makes...,2010–,series,758,,[],2010,0
26,"{u'imdbID': u'tt2252938', u'Title': u'Wander Over Yonder', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjIwNDQzODk4Nl5BMl5BanBnXkFtZTgwNDQ2NDMyMDE@._V1_SX300.jpg', u'Year': u'2013–'}",September 13 - Wander Over Yonder,1,Wander Over Yonder,tt2252938,"{u'totalSeasons': u'2', u'Plot': u'The series follows Wander and his steed Sylvia traveling from planet to planet helping people have fun and live free, all against Lord Hater and his army of Watchdogs' evil reign.', u'Rated': u'TV-Y7', u'Response': u'True', u'Language': u'English', u'Title': u'Wander Over Yonder', u'Country': u'USA', u'Writer': u'Craig McCracken', u'Metascore': u'N/A', u'imdbRating': u'7.4', u'Director': u'N/A', u'Released': u'13 Sep 2013', u'Actors': u'Jack McBrayer, April Winchell, Keith Ferguson, Tom Kenny', u'Year': u'2013–', u'Genre': u'Animation, Adventure, Comedy', u'Awards': u'Nominated for 1 Primetime Emmy. Another 3 wins & 11 nominations.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjIwNDQzODk4Nl5BMl5BanBnXkFtZTgwNDQ2NDMyMDE@._V1_SX300.jpg', u'imdbVotes': u'1,956', u'imdbID': u'tt2252938'}",2,0,30 min,"Animation, Adventure, Comedy",TV-Y7,7.4,13 Sep 2013,"The series follows Wander and his steed Sylvia traveling from planet to planet helping people have fun and live free, all against Lord Hater and his army of Watchdogs' evil reign.",2013–,series,"1,956",,"[nomad, villain, best friends, surrealism, talking skeleton, banjo, optimism, naivete, alien, intergalactic travel, character name in title]",2013,0
